CHURCHES_,CHURCHES_ID,PIN,OWNER_NAME,PROP_ADDR,BILL_ADDR,CITY_STATE,ZIP,EXEMPTCODE,ZONING,DENOMINATION,DENOM
748,47979,1222084000,AUGUSTA-NEW HORIZON CHURCH OF,3119 LOUISVILLE RD,P O BOX 5619,"AUGUSTA , GA",30916,E2,02,UNKNOWN,UNKNOWN
749,48875,1210007000,STRAIT GATE APOSTOLIC CHURCH OF JESUS CHRIST INC,3201 RICHMOND HILL RD,P O BOX 9463,"AUGUSTA , GA",30916,E2,02,APOSTOLIC,APOSTOLIC
750,49525,1180011040,APOSTOLIC HOLY TEMPLE CHURCH BY,3443 MORGAN RD,3443 MORGAN RD,HEPHZIBAH GA,30815,E2,02,APOSTOLIC,APOSTOLIC
751,49738,1200182000,WINDSOR HEIGHTS CHURCH,3494 BULLOCK AVE,3494 BULLOCK AVE,AUGUSTA GA,30906,E2,02,UNKNOWN,UNKNOWN
752,50696,1223020020,CALVARY TEMPLE CHURCH OF AUGUSTA INC,3343 PEACH ORCHARD RD,3343 PEACH ORCHARD RD,AUGUSTA GA,30906,E2,02,CHRISTIAN,CHRISTIAN
753,50816,1223020000,CALVARY TEMPLE CHURCH OF AUGUSTA INC,3343 PEACH ORCHARD RD,3343 PEACH ORCHARD RD,AUGUSTA GA,30906,E2,02,CHRISTIAN,CHRISTIAN
754,50891,1214014000,FLEMING CHURCH OF GOD,2230 SILVERDALE RD,2230 SILVERDALE RD,AUGUSTA GA,30906,E2,02,CHURCH OF GOD,CHURCH OF GOD
755,51057,1223211020,FLEMING CHURCH OF GOD ARRINGTON,PEACH ORCHARD (OFF) RD,TRUSTEE PO BOX 5761,AUGUSTA GA,30906,E2,02,CHURCH OF GOD,CHURCH OF GOD
756,51184,1223107000,FLEMING CHURCH OF GOD,3358 PEACH ORCHARD RD,3358 PEACH ORCHARD RD,AUGUSTA GA,30906,E2,02,CHURCH OF GOD,CHURCH OF GOD
757,51335,1200215000,AUGUSTA FULL GOSPEL CHURCH THE,3529 BYRON PL,3519 JANET AVE,"AUGUSTA, GA",30906,,02,CHRISTIAN,CHRISTIAN
758,51462,1200218000,TRUSTEES OF FLORENCE ST CHURCH OF CHRIST,MEADOWBROOK DR,1126 FLORENCE ST,AUGUSTA GA,30901,E2,02,CHURCH OF GOD,CHURCH OF GOD
759,51574,1200220000,CHURCH OF CHRIST MEADOWBROOK DR,2517 MEADOWBROOK DR,2515 MEADOWBROOK DR,"AUGUSTA, GA",30906,E2,02,CHURCH OF CHRIST,CHURCH OF CHRIST
760,52495,1321031000,COKESBURY MEDTHODIST CHURCH,2152 KINGSLEY CT,2005 WINDSOR SPRING RD,AUGUSTA GA,30906,E2,02,METHODIST,METHODIST
761,52652,1322058000,NAZARENE AUG GA INC THE,3513 MT VERNON DR,3513 MT VERNON DR,AUGUSTA GA,30906,E2,02,CHRISTIAN,CHRISTIAN
762,53545,1320002020,CHURCH JESUS CHRIST LAT DAY SAN,ROSIER RD,50 E NORTH TEMPLE,"SALT LAKE CITY, UT",84150,,02,MORMON,MORMON
763,53909,1331120000,WORLD OUTREACH EVAN ASSOC INC,FAIRWAY DR,3421 LOUISVILLE RD,AUGUSTA GA,30906,E2,02,UNKNOWN,UNKNOWN
764,54048,1320010000,FLOYD GROVE CHURCH,2019 ROSIER RD,2019 ROSIER RD,"AUGUSTA, GA",30906,E2,02,UNKNOWN,UNKNOWN
765,55828,1390014010,NEW TESTAMENT CHURCH OF GOD INC,3807 KARLEEN RD,2170 FOREST AVE,ST LOUIS MISSOURI,63139,E2,02,CHURCH OF GOD,CHURCH OF GOD
766,56756,1390011150,CHURCH OF THE NAZARENE INC,DEANS BRIDGE RD,50 LINCOLN RDySTE B,"MCDONOUGH, GA",30253,E2,02,CHRISTIAN,CHRISTIAN
767,59425,1540002030,BIBLE WAY CHURCH #2 CHUR OF OUR LORD JESUS BY TRS,TOBACCO RD,3505 JANET DR,"AUGUSTA, GA",30906,,02,CHRISTIAN,CHRISTIAN
768,60301,1540029000,SOUTH AUGUSTA CHURCH OF CHRIST BY TRUSTEES,4149 DAISY LN,4149 DAISY LN,AUGUSTA GA,30906,E2,02,CHURCH OF CHRIST,CHURCH OF CHRIST
769,60583,1530017020,JENKINS MEMORIAL CME CHURCH BY,4222 WINDSOR SPRING RD,4218 WINDSOR SPRING RD,"HEPHZIBAH, GA",30815,E2,02,CME,CME
770,61402,1670090000,AUG GA STH CONGREGATION OF JEHO,4233 ACKARD ST,2103 BOYKIN RD,AUGUSTA GA,30906,E2,02,UNKNOWN,UNKNOWN
771,61434,1680028000,ADAMS GROVE CHURCH,BYRD RD,3940 BYRD RD,"AUGUSTA, GA",30906,E2,02,UNKNOWN,UNKNOWN
772,61685,1680003000,PIONEER OUTREACH CHURCH OF AUGUSTA INC,3759 PEACH ORCHARD RD,3603 CHISUM CT,"HEPHZIBAH, GA",30815,,02,UNKNOWN,UNKNOWN
773,63564,1800016110,GURU NANAK DARBAR SIKH RELIGIOUS SCOIETY INC,2252 NELLIE DR,2252 NALLIE DR,AUGUSTA GA,30906,E2,02,SIKH,SIKH
774,64093,1840010010,CELEBRATION OF LIFE CHURCH INC,3969 O SAVANNAH RD,PO BOX 6206,"AUGUSTA , GA",30916,E2,02,UNKNOWN,UNKNOWN
775,66679,2110012000,HEPHZIBAH MENNONITE CHURCH,4248 RHENEY RD,958 HEPH-MCBEAN RD,"HEPHZIBAH, GA",30815,E2,03,MENNONITE,MENNONITE
776,66724,2110014000,HEPHZIBAH MENNONITE CHURCH,4262 RHENEY RD,958 HEPH-MCBEAN RD,"HEPHZIBAH, GA",30815,,03,MENNONITE,MENNONITE
777,66863,2110034000,HEPHZIBAH CHURCH OF GOD,2228 HWY 88,2228 HWY #88,HEPHZIBAH GA,30815,E2,03,CHURCH OF GOD,CHURCH OF GOD
778,66899,2110034020,HEPHZIBAH CHURCH OF GOD,2230 HWY 88,2228 HWY #88,HEPHZIBAH GA,30815,E2,03,CHURCH OF GOD,CHURCH OF GOD
779,67502,2280028040,HEPH CONGREGATION OF JEHOVA,4399 CLEMENTS DR,4399 CLEMENTS DR,"HEPHZIBAH, GA",30815,E2,03,UNKNOWN,UNKNOWN
780,67601,2230002090,HEPHZIBAH CHURCH OF GOD,HWY 88,2218 HWY 88,"HEPHZIBAH, GA",30815,,02,CHURCH OF GOD,CHURCH OF GOD
781,67935,2340025000,FIELDING SPRING CHURCH,4440 O SAVANNAH RD,4440 O SAVANNAH RD,"AUGUSTA, GA",30906,E2,02,UNKNOWN,UNKNOWN
782,69120,2670101000,JONES CHAPEL ZION,RAILROAD AVE,RAILROAD AVE,"BLYTHE, GA",30805,E2,04,UNKNOWN,UNKNOWN
783,72265,3610002000,RICHMOND HILL CHURCH,5194 STOREY MILL RD,5194 STOREY MILL RD,"HEPHZIBAH, GA",30815,E2,03,UNKNOWN,UNKNOWN
784,23421,0464648000,FRIENDLY CH OF GOD IN CHRIST,1115 CARRIE ST,1115 CARRIE ST,AUGUSTA GA,30901,E2,01,CHURCH OF GOD IN,CHURCH OF GOD IN CHRIST
785,32639,0593238000,CH OF GOD IN CHRIST,ROSELLE ST,ROSELLE ST,"AUGUSTA, GA",30901,E2,01,CHURCH OF GOD IN,CHURCH OF GOD IN CHRIST
786,40673,0873098000,TRUE CHURCH OF GOD IN CHRIST INC,2401 O SAVANNAH RD,2401 OLD SAVANNAH RD,AUGUSTA GA,30906,E2,02,CHURCH OF GOD IN,CHURCH OF GOD IN CHRIST
787,42409,0940004010,OLD TIME WAY CHURCH OF GOD IN CHRIST,O MCDUFFIE RD,1926 DRIFTWOOD DR,"AUGUSTA, GA",30909,E2,02,CHURCH OF GOD IN,CHURCH OF GOD IN CHRIST
788,42615,0940003020,OLD TIME WAY CHURCH OF GOD IN CHRIST BY TRS,MCDUFFIE RD,3450 O MCDUFFIE RD,"AUGUSTA, GA",30906,E2,02,CHURCH OF GOD IN,CHURCH OF GOD IN CHRIST
789,52768,1290001030,NEW LIFE CHURCH OF GOD IN CHRIST,3544 MORGAN RD,1017 EIGHTH AVE,AUGUSTA GA,30901,E2,02,CHURCH OF GOD IN,CHURCH OF GOD IN CHRIST
526,15684,0354420000,FIRST ASSEMBLY OF GOD INC,701 BOHLER AVE,1611 FENWICK ST,AUGUSTA GA,30904,E2,01,ASSEMBLY OF GOD,ASSEMBLY OF GOD
527,15750,0354419000,FIRST ASSEMBLY OF GOD INC,707 BOHLER AVE,1611 FENWICK ST,AUGUSTA GA,30904,E2,01,ASSEMBLY OF GOD,ASSEMBLY OF GOD
528,15753,0354512000,FIRST ASSEMBLY OF GOD CHURCH OF,1614 FENWICK ST,1614 FENWICK ST,AUGUSTA GA,30904,E2,01,ASSEMBLY OF GOD,ASSEMBLY OF GOD
529,15779,0354527010,FIRST ASSEMBLY OF GOD CHURCH OF AUGUSTA GA,1610 FENWICK ST,1613 FENWICK ST,"AUGUSTA, GA",30904,E2,01,ASSEMBLY OF GOD,ASSEMBLY OF GOD
530,15878,0354513000,FIRST ASSEMBLY OF GOD INC,706 BOHLER AVE,1613 FENWICK ST,AUGUSTA GA,30904,E2,01,ASSEMBLY OF GOD,ASSEMBLY OF GOD
531,15907,0354414000,FIRST ASSEMBLY OF GOD CHURCH OF AUGUSTA GA,1689 JENKINS ST,1613 FENWICK ST,"AUGUSTA, GA",30904,,01,ASSEMBLY OF GOD,ASSEMBLY OF GOD
532,36690,0871211000,OLIVE RD ASSEMBLY OF GOD,2030 OLIVE RD,2030 OLIVE RD,"AUGUSTA, GA",30906,E2,02,ASSEMBLY OF GOD,ASSEMBLY OF GOD
533,36783,0871212010,VICTORY ASSEMBLY OF GOD,OLIVE RD,2030 OLIVE RD,"AUGUSTA, GA",30906,E2,02,ASSEMBLY OF GOD,ASSEMBLY OF GOD
534,59311,1550038030,FREEDOM FELLOWSHIP ASSEMBLY INC,TOBACCO RD,3207 GERALD DR E,"AUGUSTA, GA",30906,E2,02,ASSEMBLY OF GOD,ASSEMBLY OF GOD
535,2116,0100018000,ISLAMIC SOCIETY OF AUGUSTA THE,120 DAVANT ST,3503 LOST TREE LN,"AUGUSTA, GA",30907,E2,02,ISLAMIC,ISLAMIC
536,2275,0100020000,NORTH AMERICAN ISLAMIC TRUST,3416 MIDDLETON RD,628 CIRCLE TOWER BLDG 5-E,INDIANAPOLIS INDIANA,46204,E2,02,ISLAMIC,ISLAMIC
537,16359,0344111000,SYNAGOGUE,935 JOHNS RD,935 JOHNS RD,"AUGUSTA, GA",30904,E2,01,JEWISH,JEWISH
538,17827,0451137000,ST IGNATIUS OF ANTIOCH MELKITE GREEK CATHOLIC ETC,1001 MERRY ST,P O BOX 3351,"AUGUSTA, GA",30914,E2,01,CATHOLIC,CATHOLIC
539,17895,0451136000,ST IGNATIUS OF ANTIOCH MELKITE GREEK CATHOLIC COMMUNITY INC,1003 MERRY ST,1003 MERRY ST,AUGUSTA GA,30904,E2,01,CATHOLIC,CATHOLIC
540,18606,0471221000,CATHOLIC DIOCESE OF SAVANNAH,440 EIGHTH ST,720 TELFAIR ST,"AUGUSTA, GA",30901,E2,01,CATHOLIC,CATHOLIC
541,5092,0160032010,WEST AUG BAP CHURCH INC,214 DAVIS RD,PO BOX 4877,MARTINEZ GA,30907,E2,02,BAPTIST,BAPTIST
542,9980,0273250000,FIRST DAYSPRING BAPT CHURCH INC,2170 GREENE ST,2170 GREENE STy,"AUGUSTA, GA",30904,E2,01,BAPTIST,BAPTIST
543,10003,0273251000,FIRST DAYSPRING BAPT CHURCH INC,2168 GREENE ST,2170 GREENE STy,"AUGUSTA, GA",30904,E2,01,BAPTIST,BAPTIST
544,26050,0591315000,MT CALVARY BAPTITST CHURCH,1278 WRIGHTSBORO RD,1260 WRIGHTSBORO RD,"AUGUSTA, GA",30901,E2,01,BAPTIST,BAPTIST
545,26425,0591326000,MT CALVARY BAPTITST CHURCH,1232 WRIGHTSBORO RD,1260 WRIGHTSBORO RD,"AUGUSTA, GA",30901,E2,01,BAPTIST,BAPTIST
546,26498,0591325000,MT CALVARY BAPTITST CHURCH,1230 WRIGHTSBORO RD,1260 WRIGHTSBORO RD,"AUGUSTA, GA",30901,E2,01,BAPTIST,BAPTIST
547,26740,0591323000,MT CALVARY BAPTITST CHURCH,1411 FOREST ST,1260 WRIGHTSBORO RD,"AUGUSTA, GA",30901,E2,01,BAPTIST,BAPTIST
548,27327,0562189010,FIRST AMERICAN BAPTST CHURCH OF,2112 EASTLAND DR,P O BOX 3788y2112 EASTLAND DR,"AUGUSTA , GA",30914,E2,01,BAPTIST,BAPTIST
549,29544,0564010000,DANIEL FIELD BAP MISSION,HAWK ST,HAWK ST,"AUGUSTA, GA",30904,E2,01,BAPTIST,BAPTIST
550,31900,0593523000,GREEN GROVE MISS BAPT CHURCH TR,1682 SAVANNAH RD,1692 O SAVANNAH RD,"AUGUSTA, GA",30901,,01,BAPTIST,BAPTIST
551,34615,0701109000,FAIRVIEW MISSIONARY BAP CHR INC,1825 FAIRVIEW AVE,3105 MILLEDGEVILLE RD,"AUGUSTA, GA",30904,E2,02,BAPTIST,BAPTIST
552,34670,0701073000,FAIRVIEW MISSIONARY BAP CHR INC,3111 MILLEDGEVILLE RD,3105 MILLEDGEVILLE RD,"AUGUSTA, GA",30904,E2,02,BAPTIST,BAPTIST
553,44290,0960006010,NEW ZION HILL MISSIONARY BAPT,3237 1/2 DEANS BRIDGE RD,3237 1/2 DEANS BRIDGE RD,"AUGUSTA, GA",30906,E2,02,BAPTIST,BAPTIST
554,1780,0110096000,ADVENT LUTHERAN CHURCH,WASHINGTON RD,3232 WASHINGTON RDy,"AUGUSTA, GA",30907,E2,02,LUTHERAN,LUTHERAN
555,7803,0252033000,OUR REDEEMER LUTHERAN CHURCH,402 AUMOND RD,402 AUMOND RD,"AUGUSTA, GA",30909,E2,02,LUTHERAN,LUTHERAN
556,17311,0471127000,EVANGELICAL LUTHERAN CH OF THE,812 ELLIS ST,837 GREENE ST,AUGUSTA GA,30901,E2,01,LUTHERAN,LUTHERAN
557,43399,0973075000,ASCENSION LUTHERAN CHURCH,2860 WELLS DR,2860 WELLS DR,AUGUSTA GA,30906,E2,02,LUTHERAN,LUTHERAN
558,51665,1213127000,EVANGELICAL LUTHERAN CH OF THE,2307 BUCKINGHAM CT,2860 WELLS DR,AUGUSTA GA,30906,E2,02,LUTHERAN,LUTHERAN
559,1057,0110281000,VINEYARD CHRISTIAN FELLOWSHIP OF AUGUSTA INC,PARRISH RD,P O BOX 444,"EVANS, GA",30809,E2,02,CHRISTIAN,CHRISTIAN
560,11211,0352129000,CENTRAL CHRISTIAN CHURCH,CRAWFORD AVE,220 CRAWFORD AVE,AUGUSTA GA,30904,E2,01,CHRISTIAN,CHRISTIAN
561,11329,0352129000,CENTRAL CHRISTIAN CHURCH,CRAWFORD AVE,220 CRAWFORD AVE,AUGUSTA GA,30904,E2,01,CHRISTIAN,CHRISTIAN
562,11499,0352277000,CENTRAL CHRISTIAN CHURCH,1742 ELLIS ST,220 CRAWFORD AVE,AUGUSTA GA,30904,E2,01,CHRISTIAN,CHRISTIAN
563,11681,0352279000,CENTRAL CHRISTIAN CHURCH,1734 ELLIS ST,220 CRAWFORD AVE,AUGUSTA GA,30904,,01,CHRISTIAN,CHRISTIAN
564,15574,0310006010,FIRST ADVENT CHRISTIAN CHURCH,MARKS CHURCH RD,1731 FENWICK ST,AUGUSTA GA,30904,E2,02,CHRISTIAN,CHRISTIAN
565,17916,0390027000,NEW COVENANT CHRISTIAN OF AUGUSTA INC,WRIGHTSBORO RD,PO BOX 14995,AUGUSTA GA,30919,E2,02,CHRISTIAN,CHRISTIAN
566,17941,0471149000,FIRST CHRISTIAN CHURCH IN AUG,302 SEVENTH ST,629 GREENE ST,"AUGUSTA, GA",30901,,01,CHRISTIAN,CHRISTIAN
567,18095,0471150000,FIRST CHRISTIAN CHURCH,629 GREENE ST,629 GREENE ST,AUGUSTA GA,30901,E2,01,CHRISTIAN,CHRISTIAN
568,18235,0471151000,CHRISTIAN CHURCH IN AUGUSTA THE,625 GREENE ST,629 GREENE ST,"AUGUSTA, GA",30901,E2,01,CHRISTIAN,CHRISTIAN
569,20178,0453049000,BETHLEHEM ADVENT CHRISTIAN CHRU,1816 MCDOWELL ST,1815 CENTRAL AVE,AUGUSTA GA,30904,E2,01,CHRISTIAN,CHRISTIAN
570,20435,0453047000,BETHLEHEM ADVENT CHRISTIAN CHRU,1817 CENTRAL AVE,1815 CENTRAL AVE,AUGUSTA GA,30904,E2,01,CHRISTIAN,CHRISTIAN
571,20451,0453048000,CHRISTIAN CHURCH,1815 CENTRAL AVE,1815 CENTRAL AVE,"AUGUSTA, GA",30904,E2,01,CHRISTIAN,CHRISTIAN
572,20579,0474073000,MARANATHA CHRISTIAN FELLOWSHIP CHURCH OF AUGUSTA INC,325 TELFAIR ST,400 WARREN RD,"AUGUSTA, GA",30907,E3,01,CHRISTIAN,CHRISTIAN
573,20607,0474074000,MARANATHA CHRISTIAN FELLOWSHIP CHURCH OF AUGUSTA INC,319 TELFAIR ST,400 WARREN RD,"AUGUSTA, GA",30907,E3,01,CHRISTIAN,CHRISTIAN
574,25348,0571095000,BETHLEHEM ADVENT CHRISTIAN CHUR,2226 ANTHONY RD,1815 CENTRAL AVE,AUGUSTA GA,30904,E2,01,CHRISTIAN,CHRISTIAN
575,27357,0581030010,CHRIST UNITED GOSPEL FELLOWSHIP CHRISTIAN CENTER INC,1616 HEARD AVE,P O BOX 7327,"FORT GORDON, GA",30905,E2,01,CHRISTIAN,CHRISTIAN
576,27420,0602109000,HUDSON GROVE CHRISTIAN M E CHUR,2 TAYLOR ST,2-4 TAYLOR ST,AUGUSTA GA,30901,E2,01,CHRISTIAN,CHRISTIAN
577,29486,0590001040,FAITH CHRISTIAN CHURCH INC,1215 N SAVANNAH RD,1215 N SAVANNAH RD,"AUGUSTA, GA",30901,E2,02,CHRISTIAN,CHRISTIAN
578,36441,0724306000,FAITH CHRISTIAN CHURCH INC,1880 ALABAMA RD,1215 N SAVANNAH RD,"AUGUSTA, GA",30901,E2,02,CHRISTIAN,CHRISTIAN
579,39033,0950343000,LIVING WORD CHRISTIAN CT INC,GLENN HILLS DR,3337 MILLEDGEVILLE RD,AUGUSTA GA,30909,E2,02,CHRISTIAN,CHRISTIAN
580,43917,0973242000,FLEMING CHRISTIAN CHURCH INC,LUMPKIN RD,2526 LUMPKIN RD,AUGUSTA GA,30906,E2,02,CHRISTIAN,CHRISTIAN
581,54326,1290016000,INTERFAITH CHRISTIAN CENTER,3602 MORGAN RD,3111 TATE RD,"AUGUSTA, GA",30906,E2,02,CHRISTIAN,CHRISTIAN
582,56195,1410001060,WILDWOOD CHRISTIAN CHURCH INC,TOBACCO RD,P O BOX 5177,"AUGUSTA , GA",30916,E2,02,CHRISTIAN,CHRISTIAN
583,56719,1400707000,WILDWOOD CHRISTIAN CHURCH INC,TOBACCO RD,P O BOX 5177,"AUGUSTA , GA",30916,E2,02,CHRISTIAN,CHRISTIAN
584,57104,1400009010,WILDWOOD CHRISTIAN CHURCH,TOBACCO RD,P O BOX 5177,"AUGUSTA , GA",30916,E2,02,CHRISTIAN,CHRISTIAN
585,9258,0273039000,PENTACOSTAL HOLINESS CHURCH,2047 CLARK ST,2047 CLARK ST,"AUGUSTA, GA",30904,E2,01,PENTACOSTAL,PENTACOSTAL
586,13381,0353081000,CHURCH OF JESUS CHRISTyAKA FIRST UNITED PENTECOSTAL,1927 FENWICK ST,1927 FENWICK ST,"AUGUSTA, GA",30904,E2,01,PENTACOSTAL,PENTACOSTAL
587,13458,0353079000,FIRST UNITED PENTECOSTAL CHURCH,1925 FENWICK ST,1929 FENWICK ST,"AUGUSTA, GA",30904,E2,01,PENTACOSTAL,PENTACOSTAL
588,22249,0463279000,PENTECOSTAL OUTREACH INC,1342 LANEY WALKER BLVD,1342 LANEY WALKER BLVD,"AUGUSTA, GA",30901,E2,01,PENTACOSTAL,PENTACOSTAL
589,40386,0873161000,PENTECOSTAL CHURCH,2316 O SAVANNAH RD,2316 O SAVANNAH RD,"AUGUSTA, GA",30906,E2,02,PENTACOSTAL,PENTACOSTAL
590,40478,0873160000,AUGUSTA SECOND PENTECOSTAL,O SAVANNAH RD,HOLINESS CHURCH THE,AUGUSTA GA,30906,E2,02,PENTACOSTAL,PENTACOSTAL
591,40490,0873159000,EVANGELISTIC PENTECOSTAL HOLIN,225 CARROLL RD,2314 SAVANNAH RD,AUGUSTA GA,30906,E2,02,PENTACOSTAL,PENTACOSTAL
592,40554,0873158000,EVANGELISTIC PENTECOSTAL HOLIN,CARROLL RD,2314 SAVANNAH RD,AUGUSTA GA,30906,E2,02,PENTACOSTAL,PENTACOSTAL
593,48481,1200010010,THIRD PENTECSTL HOLINESS CHURCH THE,3540 EVANGELINE DR,3540 EVANGELINE DR,AUGUSTA GA,30906,E2,02,PENTACOSTAL,PENTACOSTAL
594,64242,1800031080,PENTECOSTAL CHURCH OF GOD D/B/A,2214-C BROWN RD,2214 BROWN RD,"HEPHZIBAH, GA",30815,E2,02,PENTACOSTAL,PENTACOSTAL
595,3096,0133020000,"NATIONAL, HILLS CHURCH",2725 WASHINGTON RD,2725 WASHINGTON RDy,"AUGUSTA, GA",30909,E2,02,CHRISTIAN,CHRISTIAN
596,3194,0191002010,WHOLE LIFE MINISTRIES INC,2617 WASHINGTON RD,2621 WASHINGTON RD,"AUGUSTA, GA",30904,E2,02,CHRISTIAN,CHRISTIAN
597,4117,0192071000,CHURCH OF GOD OF PROPHECY,2424 PERSIMMON RD,2031 GARDNER ST,AUGUSTA GA,30904,E2,02,CHRISTIAN,CHRISTIAN
598,4912,0171092000,"MARANATHA FELLOWSHIP CHURCH OF AUGUSTA, INC",401 WARREN RD,P O BOX 4425,MARTINEZ GA,30907,E2,02,CHRISTIAN,CHRISTIAN
599,4997,0170026000,MARANATHA FELLOWSHIP CHURCH OF AUGUSTA INC,WARREN RD,P O BOX 4425,MARTINEZ GA,30907,E2,02,CHRISTIAN,CHRISTIAN
600,8012,0220011000,CALVARY DELIVERANCE EVANGELISTIC CHURCH INC THE,549 SCOTT NIXON MEM DR,P O BOX 211593,"AUGUSTA, GA",30907,E2,02,EVANGELISTIC,EVANGELISTIC
601,8108,0251230000,OUR REDEEMER EVANGELICAL LUTHER,606 CARLTON DR,402 AUMOND RD,"AUGUSTA, GA",30909,E2,02,LUTHERAN,LUTHERAN
602,9001,0253014000,ST LUKE ANGLICAN CHURCH INC,3081 WHEELER RD,P O BOX 2984,AUGUSTA GA,30914,E2,02,ANGLICAN,ANGLICAN
603,9730,0274082000,EAST AUGUSTA CHURCH OF CHRIST INC,120 GRACE ST,120 GRACE ST,"AUGUSTA, GA",30904,E2,01,CHURCH OF CHRIST,CHURCH OF CHRIST
604,10284,0310026000,UNITARIAN FELLOWSHIP OF AUGUSTA GA INC,3505 WALTON WAY EXT,3505 WALTON WAY EXT,AUGUSTA GA,30909,E2,02,UNITARIAN,UNITARIAN
605,10467,0310027000,UNITARIAN FELLOWSHIP,3501 WALTON WAY EXT,3501 WALTON WAY EXT,"AUGUSTA, GA",30909,E2,02,UNITARIAN,UNITARIAN
606,12050,0351227000,CHURCH OF GOD,2031 GARDNER ST,2031 GARDNER ST,"AUGUSTA, GA",30904,E2,01,CHURCH OF GOD,CHURCH OF GOD
607,12295,0331090000,CONGREGATION CHILDREN OF ISRAEL,3013 WALTON WAY EXT,518 CAMBRIDGE RD,AUGUSTA GA,30909,E2,01,UNKNOWN,UNKNOWN
608,12454,0331122000,CONGREGATION CHILDREN OF ISRAEL,3005 WALTON WAY EXT,518 CAMBRIDGE RD,AUGUSTA GA,30909,E2,01,UNKNOWN,UNKNOWN
609,12908,0352524000,"CRAWFORD AVE CHURCH OF GODyMILLER, CHARLIE & ETAL TRUSTEES",514 CRAWFORD AVE,623 CRAWFORD AVE,AUGUSTA GA,30904,E2,01,CHURCH OF GOD,CHURCH OF GOD
610,13239,0354021000,"CRAWFORD AVE CHURCH OF GODyMILLER, CHARLIE & ETAL TRUSTEES",601 CRAWFORD AVE,623 CRAWFORD AVE,AUGUSTA GA,30904,E2,01,CHURCH OF GOD,CHURCH OF GOD
611,13345,0353082000,FIRST UNITED PENECOSTAL CHURCH,1931 FENWICK ST,1929 FENWICK ST,AUGUSTA GA,30904,E2,01,PENTECOSTAL,PENTECOSTAL
612,13421,0353080000,CHURCH OF JESUS CHRIST PARSONA,1927 FENWICK ST,1927 FENWICK ST,AUGUSTA GA,30904,E2,01,CHRISTIAN,CHRISTIAN
613,13844,0354082000,BETHEL A M E CHURCH OF AUG INC,1753 WATKINS ST,PO BOX 131,"AUGUSTA, GA",30903,E2,01,AME,AME
614,13919,0354083000,BETHEL A M E CHURCH OF AUG INC,1757 WATKINS ST,PO BOX 131,"AUGUSTA, GA",30903,E2,01,AME,AME
615,20351,0464018000,BETHEL A M E CHURCH INC TR,1239 MILLER ST,623 CRAWFORD AVE,"AUGUSTA, GA",30904,,01,AME,AME
616,21171,0464165000,BETHEL A M E CHURCH,915 DANTIGNAC ST,P O BOX 131,"AUGUSTA, GA",30903,E2,01,AME,AME
617,21287,0464171000,BETHEL A M E CHURCH,828 NINTH ST,P O BOX 131,"AUGUSTA, GA",30903,,01,AME,AME
618,21379,0464195000,BETHEL A M E CHURCH,840 BARNES ST,P O BOX 131,"AUGUSTA, GA",30903,,01,AME,AME
619,21409,0464194000,BETHEL A M E CHURCH,838 BARNES ST,P O BOX 131,"AUGUSTA, GA",30903,,01,AME,AME
620,21450,0464193000,BETHEL A M E CHURCH,834 BARNES ST,P O BOX 131,"AUGUSTA, GA",30903,,01,AME,AME
621,27427,0592616000,MT ZION A M E ZION CHURCH,1320 TWIGGS ST,1320 TWIGGS ST,AUGUSTA GA,30901,E2,01,AME,AME
622,33298,0721102000,WARD CHAPEL A M E CHURCH BY TRS,1816 FIFTEENTH ST,1814 FIFTEENTH ST,"AUGUSTA, GA",30901,E2,02,AME,AME
623,37435,0851046000,"WARD CHAPEL A M E CHURCH BY TRSySWINNEY, SCOTTIEyCOLLIER, JOSHySTOCKTON, LUTHER",2340 SUMAC DR,1814-15TH ST,"AUGUSTA, GA",30901,E2,02,AME,AME
624,40956,0962020000,MT ZION A M E ZION CHURCH,2719 DEEN AVE,2719 DEEN AVE,"AUGUSTA, GA",30906,,02,AME,AME
625,13340,0354020000,BETHEL A M E CHURCH OF AUG INC,605 CRAWFORD AVE,PO BOX 131,"AUGUSTA, GA",30903,,01,AME,AME
626,13442,0354019000,BETHEL A M E CHURCH OF AUG INC,609 CRAWFORD AVE,PO BOX 131,"AUGUSTA, GA",30903,,01,AME,AME
627,13510,0354014000,BETHEL A M E CHURCH OF AUG INC,1817 WATKINS ST,PO BOX 131,"AUGUSTA, GA",30903,,01,AME,AME
628,13542,0354017000,BETHEL A M E CHURCH OF AUG INC,615 CRAWFORD AVE,PO BOX 131,"AUGUSTA, GA",30903,E2,01,AME,AME
629,13749,0354078000,BETHEL A M E CHURCH OF AUG INC,614 CRAWFORD AVE,PO BOX 131,"AUGUSTA, GA",30903,E2,01,AME,AME
630,12550,0352391000,CHURCH OF GOD HOLINESS TABERNACLE INC THE,1711 HICKS ST,220 WALKER ST,"AUGUSTA, GA",30901,,01,CHRISTIAN,CHRISTIAN
631,12593,0342117000,ROCK OF AGES CHURCH,729 JOHNS RD,729 JOHNS RD,"AUGUSTA, GA",30904,E2,01,CHRISTIAN,CHRISTIAN
632,12759,0352414000,CHURCH OF GOD HOLINESS TABERNACLE INC THE,1647 HICKS ST,220 WALKER ST,"AUGUSTA, GA",30901,,01,CHRISTIAN,CHRISTIAN
